"","Date","Site","Sat","LINEAGEQA","PIXELQA","RADSATQA","SRAEROSOLQA","SRATMOSOPACITYQA","SRB1","SRB2","SRB3","SRB4","SRB5","SRB6","SRB7","SRCLOUDQA","SatDate"
"669",2014-10-28,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-10-28
"670",2014-11-05,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-05
"671",2014-11-29,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-11-29
"672",2014-12-22,"P1",7,1,68,0,NA,9,260,272,137,83.6666666666667,NA,NA,24.3333333333333,32,2014-12-22
"673",2014-12-23,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-23
"674",2014-12-30,"P1",8,1,324,0,68,NA,237,218.666666666667,82.3333333333333,21,16.6666666666667,16.6666666666667,9.66666666666667,NA,2014-12-30
"675",2015-01-15,"P1",8,1,324,0,68,NA,171.333333333333,156.333333333333,47,NA,12.6666666666667,12.6666666666667,13.3333333333333,NA,2015-01-15
"676",2015-01-16,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-01-16
"677",2015-01-24,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-24
"678",2015-02-08,"P1",7,1,68,0,NA,9,230.333333333333,223,128.333333333333,87.6666666666667,28.3333333333333,NA,20.6666666666667,32,2015-02-08
"679",2015-02-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-09
"680",2015-02-16,"P1",8,1,324,0,68,NA,234.666666666667,251.666666666667,93.6666666666667,39,23.6666666666667,23.6666666666667,17.6666666666667,NA,2015-02-16
"681",2015-02-17,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-02-17
"682",2015-02-25,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-25
"683",2015-03-05,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-03-05
"684",2015-03-13,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-13
"685",2015-03-20,"P1",8,1,324,0,68,NA,213.666666666667,215,74,24,20.3333333333333,20.3333333333333,18,NA,2015-03-20
"686",2015-03-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-03-21
"687",2015-03-28,"P1",7,1,68,0,NA,8,246.666666666667,250,138,94.3333333333333,36.3333333333333,NA,54,36,2015-03-28
"688",2015-03-29,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-29
"689",2015-04-05,"P1",8,1,324,0,68,NA,248,253.333333333333,109.666666666667,61.3333333333333,45,45,36,NA,2015-04-05
"690",2015-04-06,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-04-06
"691",2015-04-13,"P1",7,1,68,0,NA,8,253.333333333333,287,161.666666666667,133,76.6666666666667,NA,66,36,2015-04-13
"692",2015-04-21,"P1",8,1,324,0,68,NA,238,278,146.333333333333,112,111.333333333333,111.333333333333,82.3333333333333,NA,2015-04-21
"693",2015-04-30,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-30
"694",2015-06-01,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-01
"695",2015-06-16,"P1",7,1,68,0,NA,8,412,400.333333333333,287,258,205,NA,177,36,2015-06-16
"696",2015-06-17,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-17
"697",2015-06-25,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-06-25
"698",2015-07-02,"P1",7,1,68,0,NA,8,583,619.333333333333,489,443.333333333333,367.666666666667,NA,309.666666666667,40,2015-07-02
"699",2015-07-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-07-27
"700",2015-08-03,"P1",7,1,68,0,NA,8,367.333333333333,363.666666666667,261,237,155.666666666667,NA,133.333333333333,36,2015-08-03
"701",2015-08-04,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-04
"702",2015-08-19,"P1",7,1,68,0,NA,8,438,409.666666666667,292.666666666667,206,151.666666666667,NA,96.6666666666667,36,2015-08-19
"703",2015-08-20,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-20
"704",2015-08-28,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-08-28
"705",2015-09-12,"P1",8,1,324,0,68,NA,300.666666666667,277,128,55,35,35,27,NA,2015-09-12
"706",2015-09-20,"P1",7,1,68,0,NA,9,282.666666666667,277,168.333333333333,152,28.6666666666667,NA,81.3333333333333,32,2015-09-20
"707",2015-09-28,"P1",8,1,324,0,132,NA,201.333333333333,218.333333333333,80.3333333333333,37.3333333333333,71,71,73,NA,2015-09-28
"708",2015-10-14,"P1",8,1,324,0,68,NA,254,216.666666666667,88,29.6666666666667,21,21,16.3333333333333,NA,2015-10-14
"709",2015-10-23,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-23
"710",2015-10-31,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015-10-31
"711",2015-11-07,"P1",7,1,68,0,NA,9,241,220.666666666667,122.666666666667,115,46.6666666666667,NA,19.3333333333333,32,2015-11-07
"712",2015-11-08,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-08
"713",2015-11-23,"P1",7,1,68,0,NA,9,438,483.333333333333,346,367.333333333333,264.666666666667,NA,228.666666666667,21.3333333333333,2015-11-23
"714",2015-12-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-10
"715",2016-01-02,"P1",8,1,324,0,68,NA,194.666666666667,154.666666666667,44,3,15.6666666666667,15.6666666666667,14.3333333333333,NA,2016-01-02
"716",2016-01-03,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-01-03
"717",2016-01-26,"P1",7,1,68,0,NA,9,204,230,149.333333333333,117,8.33333333333333,NA,56,32,2016-01-26
"718",2016-01-27,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-27
"719",2016-02-11,"P1",7,1,68,0,NA,9,207,172.666666666667,68,82,36.3333333333333,NA,39.6666666666667,32,2016-02-11
"720",2016-02-12,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-12
"721",2016-02-20,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-02-20
"722",2016-02-28,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-28
"723",2016-03-07,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-03-07
"724",2016-03-15,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-15
"725",2016-03-23,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-03-23
"726",2016-04-16,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-16
"727",2016-04-24,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-04-24
"728",2016-05-02,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-02
"729",2016-05-09,"P1",8,1,324,0,68,NA,234,195,76.6666666666667,27.6666666666667,32.3333333333333,32.3333333333333,26.3333333333333,NA,2016-05-09
"730",2016-05-10,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-05-10
"731",2016-05-25,"P1",8,1,324,0,68,NA,507.666666666667,478.333333333333,383,329,274.333333333333,274.333333333333,228,NA,2016-05-25
"732",2016-06-03,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-03
"733",2016-06-19,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-19
"734",2016-07-04,"P1",7,1,96,0,NA,8,463.666666666667,440,326.333333333333,284.666666666667,193,NA,194,36,2016-07-04
"735",2016-07-05,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05
"736",2016-07-12,"P1",8,1,324,0,68,NA,556,511.666666666667,385.666666666667,336.666666666667,303.333333333333,303.333333333333,265,NA,2016-07-12
"737",2016-07-13,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-07-13
"738",2016-07-21,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-21
"739",2016-08-29,"P1",8,1,324,0,68,NA,376.333333333333,349.666666666667,188.666666666667,130.666666666667,106.666666666667,106.666666666667,91,NA,2016-08-29
"740",2016-09-06,"P1",7,1,68,0,NA,8,266,270.333333333333,142.333333333333,116.666666666667,72.6666666666667,NA,53.3333333333333,36,2016-09-06
"741",2016-09-14,"P1",8,1,324,0,68,NA,280.333333333333,251,113,53.3333333333333,44,44,43.3333333333333,NA,2016-09-14
"742",2016-09-15,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-09-15
"743",2016-10-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-09
"744",2016-11-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-10
"745",2016-11-18,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-11-18
"746",2016-12-03,"P1",8,1,324,0,68,NA,237,212.333333333333,83.3333333333333,28.6666666666667,29.6666666666667,29.6666666666667,27.3333333333333,NA,2016-12-03
"747",2016-12-19,"P1",8,1,324,0,68,NA,286,247.666666666667,116,65,54,54,42,NA,2016-12-19
"748",2017-01-04,"P1",8,1,324,0,68,NA,135.666666666667,121,11.3333333333333,NA,9,9,6.66666666666667,NA,2017-01-04
"749",2017-02-05,"P1",8,1,324,0,68,NA,124.333333333333,117.333333333333,7.66666666666667,NA,14.6666666666667,14.6666666666667,18.3333333333333,NA,2017-02-05
"750",2017-02-21,"P1",8,1,324,0,68,NA,130,91,8.33333333333333,NA,5,5,2.66666666666667,NA,2017-02-21
"751",2017-03-01,"P1",7,1,68,0,NA,9,200.666666666667,187.666666666667,109.666666666667,128,58.3333333333333,NA,26,32,2017-03-01
"752",2017-03-02,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-02
"753",2017-03-09,"P1",8,1,324,0,68,NA,153.333333333333,129.333333333333,27.3333333333333,2.66666666666667,10,10,9.33333333333333,NA,2017-03-09
"754",2017-03-10,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-03-10
"755",2017-03-18,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-18
"756",2017-03-25,"P1",8,1,324,0,68,NA,164,242.333333333333,82.3333333333333,24,22,22,21,NA,2017-03-25
"757",2017-04-02,"P1",7,1,68,0,NA,9,211.333333333333,194.666666666667,154,153.333333333333,80.3333333333333,NA,60.6666666666667,36,2017-04-02
"758",2017-04-03,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-03
"759",2017-04-10,"P1",8,1,324,0,132,NA,146.666666666667,198.666666666667,75.6666666666667,41.3333333333333,52.3333333333333,52.3333333333333,45.3333333333333,NA,2017-04-10
"760",2017-04-11,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-04-11
"761",2017-04-18,"P1",7,1,68,0,NA,8,245,295,197.666666666667,166,105.333333333333,NA,71.6666666666667,36,2017-04-18
"762",2017-04-26,"P1",8,1,324,0,68,NA,157.333333333333,167.333333333333,55.6666666666667,9.33333333333333,19,19,21.6666666666667,NA,2017-04-26
"763",2017-04-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-04-27
"764",2017-05-04,"P1",7,1,68,0,NA,8.33333333333333,366,389.666666666667,331,305.333333333333,220.666666666667,NA,205.666666666667,36,2017-05-04
"765",2017-05-05,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-05
"766",2017-05-12,"P1",8,1,324,0,68,NA,262.666666666667,268,151.333333333333,110.333333333333,102,102,95,NA,2017-05-12
"767",2017-05-21,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-21
"768",2017-05-28,"P1",8,1,324,0,68,NA,390,401,276.333333333333,237.333333333333,193.333333333333,193.333333333333,150.333333333333,NA,2017-05-28
"769",2017-05-29,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-05-29
"770",2017-06-05,"P1",7,1,68,0,NA,8,314,352.666666666667,217,166.666666666667,134.666666666667,NA,77,36,2017-06-05
"771",2017-06-06,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06
"772",2017-06-13,"P1",8,1,324,0,68,NA,260.666666666667,266.333333333333,131.666666666667,68.6666666666667,54.6666666666667,54.6666666666667,45,NA,2017-06-13
"773",2017-06-14,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-06-14
"774",2017-06-21,"P1",7,1,224,0,NA,8,889,957,923.333333333333,950.333333333333,833.666666666667,NA,657.333333333333,2,2017-06-21
"775",2017-06-22,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-22
"776",2017-06-29,"P1",8,1,324,0,68,NA,318.666666666667,356.333333333333,147,54.3333333333333,34,34,30.6666666666667,NA,2017-06-29
"777",2017-06-30,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-06-30
"778",2017-07-07,"P1",7,1,138.666666666667,0,NA,8,645,755.666666666667,576.333333333333,495.333333333333,427.666666666667,NA,363.333333333333,36,2017-07-07
"779",2017-07-08,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-08
"780",2017-07-15,"P1",8,1,324,0,68,NA,434.333333333333,481.666666666667,289.666666666667,210,178,178,141.333333333333,NA,2017-07-15
"781",2017-07-16,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-07-16
"782",2017-07-23,"P1",7,1,138.666666666667,0,NA,9,779,872.666666666667,861.666666666667,923.333333333333,1071.66666666667,NA,937,6,2017-07-23
"783",2017-07-31,"P1",8,1,480,0,8,NA,1722.66666666667,1915,1958,2267,2554.33333333333,2554.33333333333,2305,NA,2017-07-31
"784",2017-08-01,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-08-01
"785",2017-08-08,"P1",7,1,68,0,NA,8,267,309,190,143,91,NA,65.6666666666667,36,2017-08-08
"786",2017-08-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-09
"787",2017-08-16,"P1",8,1,324,0,68,NA,414.333333333333,419.333333333333,295.333333333333,246.666666666667,222,222,193,NA,2017-08-16
"788",2017-08-17,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-08-17
"789",2017-08-24,"P1",7,1,68,0,NA,9,253.666666666667,259.333333333333,144.666666666667,126.666666666667,56,NA,45.3333333333333,36,2017-08-24
"790",2017-08-25,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-25
"791",2017-09-01,"P1",8,1,324,0,68,NA,371.333333333333,341,214.666666666667,148.333333333333,100.666666666667,100.666666666667,82.6666666666667,NA,2017-09-01
"792",2017-09-02,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-02
"793",2017-09-09,"P1",7,1,224,0,NA,181,3190,3395.66666666667,3578.33333333333,3954.33333333333,3870,NA,3432.33333333333,2,2017-09-09
"794",2017-09-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-10
"795",2017-09-17,"P1",8,1,324,0,68,NA,242,221.333333333333,112,48,30.3333333333333,30.3333333333333,23,NA,2017-09-17
"796",2017-09-25,"P1",7,1,68,0,NA,8,218.666666666667,214.666666666667,131,113,52.6666666666667,NA,39.6666666666667,32,2017-09-25
"797",2017-09-26,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-26
"798",2017-10-03,"P1",8,1,324,0,68,NA,266.666666666667,237.666666666667,139.333333333333,86.3333333333333,66.6666666666667,66.6666666666667,58.6666666666667,NA,2017-10-03
"799",2017-10-04,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-04
"800",2017-10-11,"P1",7,1,68,0,NA,8,242.333333333333,247.333333333333,170,140,84,NA,78,36,2017-10-11
"801",2017-10-12,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-12
"802",2017-10-19,"P1",8,1,324,0,68,NA,228,217.666666666667,100.666666666667,43.6666666666667,33.3333333333333,33.3333333333333,30.6666666666667,NA,2017-10-19
"803",2017-10-20,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-20
"804",2017-10-27,"P1",7,1,68,0,NA,9,273.333333333333,268.333333333333,189,109.666666666667,53,NA,27.6666666666667,32,2017-10-27
"805",2017-10-28,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-28
"806",2017-11-04,"P1",8,1,324,0,68,NA,272.666666666667,195.333333333333,100.666666666667,51.3333333333333,41.3333333333333,41.3333333333333,37.3333333333333,NA,2017-11-04
"807",2017-11-05,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-05
"808",2017-11-12,"P1",7,1,68,0,NA,9,419.666666666667,448.666666666667,339,281.666666666667,187,NA,174.333333333333,32,2017-11-12
"809",2017-11-13,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-13
"810",2017-11-20,"P1",8,1,992,0,8,NA,767,756,696.333333333333,722.666666666667,687,687,609.333333333333,NA,2017-11-20
"811",2017-11-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-21
"812",2017-11-28,"P1",7,1,68,0,NA,8,239.666666666667,231,134.666666666667,122.666666666667,87.6666666666667,NA,57.6666666666667,32,2017-11-28
"813",2017-11-29,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-29
"814",2017-12-06,"P1",8,1,324,0,68,NA,324,303.333333333333,164.666666666667,82.3333333333333,60.6666666666667,60.6666666666667,49,NA,2017-12-06
"815",2017-12-07,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-12-07
"816",2017-12-14,"P1",7,1,68,0,NA,8,560.666666666667,553.666666666667,374.333333333333,301,93.6666666666667,NA,23.6666666666667,32,2017-12-14
"817",2017-12-15,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-15
"818",2017-12-22,"P1",8,1,324,0,68,NA,270,254.333333333333,103.333333333333,28.3333333333333,21,21,14.6666666666667,NA,2017-12-22
"819",2017-12-23,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-12-23
"820",2017-12-30,"P1",7,1,68,0,NA,8,360,378.333333333333,270,225,194,NA,151,33.3333333333333,2017-12-30
"821",2017-12-31,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-31
"822",2018-01-07,"P1",8,1,324,0,68,NA,442.666666666667,429.666666666667,340,325,326.333333333333,326.333333333333,287.333333333333,NA,2018-01-07
"823",2018-01-08,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-01-08
"824",2018-01-15,"P1",7,1,68,0,NA,8,280.333333333333,251.666666666667,153.666666666667,141,55,NA,23.6666666666667,32,2018-01-15
"825",2018-01-16,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-16
"826",2018-01-23,"P1",8,1,324,0,68,NA,209.333333333333,198,73.3333333333333,26.3333333333333,34.6666666666667,34.6666666666667,31.3333333333333,NA,2018-01-23
"827",2018-01-24,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-01-24
"828",2018-01-31,"P1",7,1,68,0,NA,8,234.333333333333,243,108.333333333333,102.666666666667,51.3333333333333,NA,32.3333333333333,36,2018-01-31
"829",2018-02-01,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-01
"830",2018-02-08,"P1",8,1,324,0,68,NA,244,214.333333333333,75.6666666666667,19,17.3333333333333,17.3333333333333,13.3333333333333,NA,2018-02-08
"831",2018-02-09,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-02-09
"832",2018-02-16,"P1",7,1,224,2,NA,NA,20000,4916.33333333333,5131,5187.66666666667,2206,NA,1997.33333333333,2,2018-02-16
"833",2018-02-17,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-17
"834",2018-02-24,"P1",8,1,324,0,68,NA,228.666666666667,230.666666666667,83.6666666666667,20.3333333333333,34,34,27.6666666666667,NA,2018-02-24
"835",2007-01-01,"P4",7,1,68,0,NA,9,363.5,357.5,184.5,112,34,NA,NA,32,2007-01-01
"836",2007-01-17,"P4",7,1,68,0,NA,9,307,306,168.5,105,32,NA,55,32,2007-01-17
"837",2007-01-26,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-01-26
"838",2007-02-02,"P4",7,1,68,0,NA,9,324,295,212.5,128,46,NA,84,32,2007-02-02
"839",2007-02-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-02-27
"840",2007-03-15,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-15
"841",2007-03-31,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-31
"842",2007-04-07,"P4",7,1,68,0,NA,9,275.5,247,186,142,65,NA,34,32,2007-04-07
"843",2007-04-16,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-04-16
"844",2007-05-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-02
"845",2007-05-09,"P4",7,1,68,0,NA,8,342.5,364,183,126,71.5,NA,74.5,32,2007-05-09
"846",2007-05-18,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-18
"847",2007-05-25,"P4",7,1,68,0,NA,12,472.5,455,298.5,225,164,NA,116.5,32,2007-05-25
"848",2007-06-03,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-03
"849",2007-06-19,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-19
"850",2007-06-26,"P4",7,1,68,0,NA,8,292.5,261,148,125,70.5,NA,64,32,2007-06-26
"851",2007-07-12,"P4",7,1,68,0,NA,8,351,310.5,175,165,72,NA,54.5,32,2007-07-12
"852",2007-07-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-07-21
"853",2007-08-22,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-08-22
"854",2007-08-29,"P4",7,1,68,0,NA,14,379,391.5,224.5,181,135,NA,107,32,2007-08-29
"855",2007-10-09,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-09
"856",2007-10-16,"P4",7,1,72,0,NA,20,404,422,232.5,153,91.5,NA,55,40,2007-10-16
"857",2007-10-25,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-25
"858",2007-11-01,"P4",7,1,68,0,NA,8,282.5,294.5,211.5,113,12,NA,30,36,2007-11-01
"859",2007-11-17,"P4",7,1,224,0,NA,8,816,879.5,783,723,582,NA,450,40,2007-11-17
"860",2007-12-03,"P4",7,1,68,0,NA,9,289,317,160,103,50,NA,91.5,32,2007-12-03
"861",2007-12-19,"P4",7,1,68,0,NA,9,364,341.5,173.5,91.5,16.5,NA,38,32,2007-12-19
"862",2007-12-28,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-12-28
"863",2008-01-13,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-13
"864",2008-01-20,"P4",7,1,68,0,NA,9,316,369,181.5,122.5,32,NA,54,32,2008-01-20
"865",2008-01-29,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-29
"866",2008-03-24,"P4",7,1,68,0,NA,9,257.5,254.5,156.5,150,68,NA,35.5,32,2008-03-24
"867",2008-04-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-04-02
"868",2008-04-18,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-04-18
"869",2008-04-25,"P4",7,1,68,0,NA,8,429,450.5,378.5,351,222,NA,193.5,32,2008-04-25
"870",2008-05-04,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-04
"871",2008-05-11,"P4",7,1,68,0,NA,8,420,442,319,296,197.5,NA,171,32,2008-05-11
"872",2008-05-20,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-20
"873",2008-05-27,"P4",7,1,68,0,NA,8,248.5,247.5,185,123,69.5,NA,20,36,2008-05-27
"874",2008-06-05,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-05
"875",2008-06-12,"P4",7,1,68,0,NA,8,337,301.5,186,156,69.5,NA,62.5,32,2008-06-12
"876",2008-06-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-21
"877",2008-06-28,"P4",7,1,68,0,NA,8,556,589,494,474,392,NA,327,40,2008-06-28
"878",2008-07-07,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-07
"879",2008-07-23,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-23
"880",2008-07-30,"P4",7,1,68,0,NA,8,465,472.5,391.5,385,283,NA,259.5,16,2008-07-30
