"","Date","Site","Sat","LINEAGEQA","LINEAGEQA1","PIXELQA","PIXELQA1","RADSATQA","RADSATQA1","SRAEROSOLQA","SRATMOSOPACITYQA","SRATMOSOPACITYQA1","SRB1","SRB11","SRB2","SRB21","SRB3","SRB31","SRB4","SRB41","SRB5","SRB51","SRB6","SRB7","SRB71","SRCLOUDQA","SRCLOUDQA1","SatDate"
"150",2007-05-18,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-18
"151",2007-05-25,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,513,NA,504.333333333333,NA,352.666666666667,NA,294,NA,228,NA,NA,148.666666666667,NA,36,NA,2007-05-25
"152",2007-06-03,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-06-03
"153",2007-06-19,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-06-19
"154",2007-06-26,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,297.666666666667,NA,284.333333333333,NA,172,NA,136.333333333333,NA,74,NA,NA,63.6666666666667,NA,36,NA,2007-06-26
"155",2007-07-12,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,554.666666666667,NA,562.666666666667,NA,461.333333333333,NA,388.333333333333,NA,328.333333333333,NA,NA,281,NA,36,NA,2007-07-12
"156",2007-07-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-07-21
"157",2007-08-22,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-08-22
"158",2007-08-29,"P1",7,1,NA,68,NA,0,NA,NA,17,NA,415.333333333333,NA,407.333333333333,NA,266,NA,219,NA,158,NA,NA,135,NA,36,NA,2007-08-29
"159",2007-10-09,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-10-09
"160",2007-10-16,"P1",7,1,NA,77.3333333333333,NA,0,NA,NA,20,NA,476.333333333333,NA,467,NA,354,NA,295,NA,252,NA,NA,177,NA,40,NA,2007-10-16
"161",2007-10-25,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-10-25
"162",2007-11-01,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,292.666666666667,NA,281.333333333333,NA,172.333333333333,NA,113,NA,56.6666666666667,NA,NA,39.3333333333333,NA,32,NA,2007-11-01
"163",2007-11-17,"P1",7,1,1,224,224,0,0,NA,9,9,780.333333333333,780.333333333333,765,765,739.333333333333,739.333333333333,705,705,587.333333333333,587.333333333333,NA,509,509,27.3333333333333,27.3333333333333,2007-11-17
"164",2007-12-03,"P1",7,1,1,68,68,0,0,NA,9,9,220.333333333333,220.333333333333,243.333333333333,243.333333333333,113.666666666667,113.666666666667,90,90,32,32,NA,60.3333333333333,60.3333333333333,32,32,2007-12-03
"165",2007-12-19,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,288,NA,295,NA,197,NA,98,NA,34.6666666666667,NA,NA,25.3333333333333,NA,32,NA,2007-12-19
"166",2007-12-28,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-12-28
"167",2008-01-13,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-01-13
"168",2015-11-08,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-08
"169",2015-12-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-10
"170",2016-01-02,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,194.666666666667,NA,154.666666666667,NA,44,NA,3,NA,15.6666666666667,NA,15.6666666666667,14.3333333333333,NA,NA,NA,2016-01-02
"171",2016-01-27,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-27
"172",2016-02-12,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-12
"173",2016-02-28,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-28
"174",2016-03-15,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-15
"175",2016-04-16,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-16
"176",2016-05-02,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-02
"177",2016-05-09,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,234,NA,195,NA,76.6666666666667,NA,27.6666666666667,NA,32.3333333333333,NA,32.3333333333333,26.3333333333333,NA,NA,NA,2016-05-09
"178",2016-05-25,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,507.666666666667,NA,478.333333333333,NA,383,NA,329,NA,274.333333333333,NA,274.333333333333,228,NA,NA,NA,2016-05-25
"179",2016-06-03,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-03
"180",2016-06-19,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-19
"181",2016-07-05,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05
"182",2016-07-12,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,556,NA,511.666666666667,NA,385.666666666667,NA,336.666666666667,NA,303.333333333333,NA,303.333333333333,265,NA,NA,NA,2016-07-12
"183",2016-07-21,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-21
"184",2016-08-29,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,376.333333333333,NA,349.666666666667,NA,188.666666666667,NA,130.666666666667,NA,106.666666666667,NA,106.666666666667,91,NA,NA,NA,2016-08-29
"185",2016-09-14,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,280.333333333333,NA,251,NA,113,NA,53.3333333333333,NA,44,NA,44,43.3333333333333,NA,NA,NA,2016-09-14
"186",2016-10-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-09
"187",2016-11-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-10
"188",2016-12-03,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,237,NA,212.333333333333,NA,83.3333333333333,NA,28.6666666666667,NA,29.6666666666667,NA,29.6666666666667,27.3333333333333,NA,NA,NA,2016-12-03
"189",2016-12-19,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,286,NA,247.666666666667,NA,116,NA,65,NA,54,NA,54,42,NA,NA,NA,2016-12-19
"190",2017-01-04,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,135.666666666667,NA,121,NA,11.3333333333333,NA,NA,NA,9,NA,9,6.66666666666667,NA,NA,NA,2017-01-04
"191",2017-02-05,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,124.333333333333,NA,117.333333333333,NA,7.66666666666667,NA,NA,NA,14.6666666666667,NA,14.6666666666667,18.3333333333333,NA,NA,NA,2017-02-05
"192",2017-02-21,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,130,NA,91,NA,8.33333333333333,NA,NA,NA,5,NA,5,2.66666666666667,NA,NA,NA,2017-02-21
"193",2017-03-01,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,200.666666666667,NA,187.666666666667,NA,109.666666666667,NA,128,NA,58.3333333333333,NA,NA,26,NA,32,NA,2017-03-01
"194",2017-03-02,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-02
"195",2017-03-09,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,153.333333333333,NA,129.333333333333,NA,27.3333333333333,NA,2.66666666666667,NA,10,NA,10,9.33333333333333,NA,NA,NA,2017-03-09
"196",2017-03-10,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-03-10
"197",2017-03-18,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-18
"198",2017-03-25,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,164,NA,242.333333333333,NA,82.3333333333333,NA,24,NA,22,NA,22,21,NA,NA,NA,2017-03-25
"199",2017-04-02,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,211.333333333333,NA,194.666666666667,NA,154,NA,153.333333333333,NA,80.3333333333333,NA,NA,60.6666666666667,NA,36,NA,2017-04-02
"200",2017-04-03,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-03
"201",2017-04-10,"P1",8,1,NA,324,NA,0,NA,132,NA,NA,146.666666666667,NA,198.666666666667,NA,75.6666666666667,NA,41.3333333333333,NA,52.3333333333333,NA,52.3333333333333,45.3333333333333,NA,NA,NA,2017-04-10
"202",2017-04-11,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-11
"203",2017-04-18,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,245,NA,295,NA,197.666666666667,NA,166,NA,105.333333333333,NA,NA,71.6666666666667,NA,36,NA,2017-04-18
"204",2017-04-26,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,157.333333333333,NA,167.333333333333,NA,55.6666666666667,NA,9.33333333333333,NA,19,NA,19,21.6666666666667,NA,NA,NA,2017-04-26
"205",2017-04-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-27
"206",2017-05-04,"P1",7,1,NA,68,NA,0,NA,NA,8.33333333333333,NA,366,NA,389.666666666667,NA,331,NA,305.333333333333,NA,220.666666666667,NA,NA,205.666666666667,NA,36,NA,2017-05-04
"207",2017-05-05,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-05
"208",2017-05-12,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,262.666666666667,NA,268,NA,151.333333333333,NA,110.333333333333,NA,102,NA,102,95,NA,NA,NA,2017-05-12
"209",2017-05-21,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-21
"210",2017-05-28,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,390,NA,401,NA,276.333333333333,NA,237.333333333333,NA,193.333333333333,NA,193.333333333333,150.333333333333,NA,NA,NA,2017-05-28
"211",2017-05-29,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-05-29
"212",2017-06-05,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,314,NA,352.666666666667,NA,217,NA,166.666666666667,NA,134.666666666667,NA,NA,77,NA,36,NA,2017-06-05
"213",2017-06-06,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06
"214",2017-06-13,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,260.666666666667,NA,266.333333333333,NA,131.666666666667,NA,68.6666666666667,NA,54.6666666666667,NA,54.6666666666667,45,NA,NA,NA,2017-06-13
"215",2017-06-14,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-14
"216",2017-06-21,"P1",7,1,NA,224,NA,0,NA,NA,8,NA,889,NA,957,NA,923.333333333333,NA,950.333333333333,NA,833.666666666667,NA,NA,657.333333333333,NA,2,NA,2017-06-21
"217",2017-06-22,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-22
"218",2017-06-29,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,318.666666666667,NA,356.333333333333,NA,147,NA,54.3333333333333,NA,34,NA,34,30.6666666666667,NA,NA,NA,2017-06-29
"219",2017-06-30,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-30
"220",2017-07-07,"P1",7,1,NA,138.666666666667,NA,0,NA,NA,8,NA,645,NA,755.666666666667,NA,576.333333333333,NA,495.333333333333,NA,427.666666666667,NA,NA,363.333333333333,NA,36,NA,2017-07-07
"221",2017-07-08,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-08
"222",2017-07-15,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,434.333333333333,NA,481.666666666667,NA,289.666666666667,NA,210,NA,178,NA,178,141.333333333333,NA,NA,NA,2017-07-15
"223",2017-07-16,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-07-16
"224",2017-07-23,"P1",7,1,NA,138.666666666667,NA,0,NA,NA,9,NA,779,NA,872.666666666667,NA,861.666666666667,NA,923.333333333333,NA,1071.66666666667,NA,NA,937,NA,6,NA,2017-07-23
"225",2017-07-31,"P1",8,1,NA,480,NA,0,NA,8,NA,NA,1722.66666666667,NA,1915,NA,1958,NA,2267,NA,2554.33333333333,NA,2554.33333333333,2305,NA,NA,NA,2017-07-31
"226",2017-08-01,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-01
"227",2017-08-08,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,267,NA,309,NA,190,NA,143,NA,91,NA,NA,65.6666666666667,NA,36,NA,2017-08-08
"228",2017-08-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-09
"229",2017-08-16,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,414.333333333333,NA,419.333333333333,NA,295.333333333333,NA,246.666666666667,NA,222,NA,222,193,NA,NA,NA,2017-08-16
"230",2017-08-17,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-17
"231",2017-08-24,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,253.666666666667,NA,259.333333333333,NA,144.666666666667,NA,126.666666666667,NA,56,NA,NA,45.3333333333333,NA,36,NA,2017-08-24
"232",2017-08-25,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-25
"233",2017-09-01,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,371.333333333333,NA,341,NA,214.666666666667,NA,148.333333333333,NA,100.666666666667,NA,100.666666666667,82.6666666666667,NA,NA,NA,2017-09-01
"234",2017-09-02,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-09-02
"235",2017-09-09,"P1",7,1,NA,224,NA,0,NA,NA,181,NA,3190,NA,3395.66666666667,NA,3578.33333333333,NA,3954.33333333333,NA,3870,NA,NA,3432.33333333333,NA,2,NA,2017-09-09
"236",2017-09-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-10
"237",2017-09-17,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,242,NA,221.333333333333,NA,112,NA,48,NA,30.3333333333333,NA,30.3333333333333,23,NA,NA,NA,2017-09-17
"238",2017-09-25,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,218.666666666667,NA,214.666666666667,NA,131,NA,113,NA,52.6666666666667,NA,NA,39.6666666666667,NA,32,NA,2017-09-25
"239",2017-09-26,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-26
"240",2017-10-03,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,266.666666666667,NA,237.666666666667,NA,139.333333333333,NA,86.3333333333333,NA,66.6666666666667,NA,66.6666666666667,58.6666666666667,NA,NA,NA,2017-10-03
"241",2017-10-04,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-04
"242",2017-10-11,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,242.333333333333,NA,247.333333333333,NA,170,NA,140,NA,84,NA,NA,78,NA,36,NA,2017-10-11
"243",2017-10-12,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-12
"244",2017-10-19,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,228,NA,217.666666666667,NA,100.666666666667,NA,43.6666666666667,NA,33.3333333333333,NA,33.3333333333333,30.6666666666667,NA,NA,NA,2017-10-19
"245",2017-10-20,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-20
"246",2017-10-27,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,273.333333333333,NA,268.333333333333,NA,189,NA,109.666666666667,NA,53,NA,NA,27.6666666666667,NA,32,NA,2017-10-27
"247",2017-10-28,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-28
"248",2017-11-04,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,272.666666666667,NA,195.333333333333,NA,100.666666666667,NA,51.3333333333333,NA,41.3333333333333,NA,41.3333333333333,37.3333333333333,NA,NA,NA,2017-11-04
"249",2017-11-05,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-05
"250",2017-11-12,"P1",7,1,NA,68,NA,0,NA,NA,9,NA,419.666666666667,NA,448.666666666667,NA,339,NA,281.666666666667,NA,187,NA,NA,174.333333333333,NA,32,NA,2017-11-12
"251",2017-11-13,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-13
"252",2017-11-20,"P1",8,1,NA,992,NA,0,NA,8,NA,NA,767,NA,756,NA,696.333333333333,NA,722.666666666667,NA,687,NA,687,609.333333333333,NA,NA,NA,2017-11-20
"253",2017-11-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-21
"254",2017-11-28,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,239.666666666667,NA,231,NA,134.666666666667,NA,122.666666666667,NA,87.6666666666667,NA,NA,57.6666666666667,NA,32,NA,2017-11-28
"255",2017-11-29,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-29
"256",2017-12-06,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,324,NA,303.333333333333,NA,164.666666666667,NA,82.3333333333333,NA,60.6666666666667,NA,60.6666666666667,49,NA,NA,NA,2017-12-06
"257",2017-12-07,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-07
"258",2017-12-14,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,560.666666666667,NA,553.666666666667,NA,374.333333333333,NA,301,NA,93.6666666666667,NA,NA,23.6666666666667,NA,32,NA,2017-12-14
"259",2017-12-15,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-15
"260",2017-12-22,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,270,NA,254.333333333333,NA,103.333333333333,NA,28.3333333333333,NA,21,NA,21,14.6666666666667,NA,NA,NA,2017-12-22
"261",2017-12-23,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-23
"262",2017-12-30,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,360,NA,378.333333333333,NA,270,NA,225,NA,194,NA,NA,151,NA,33.3333333333333,NA,2017-12-30
"263",2017-12-31,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-31
"264",2018-01-07,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,442.666666666667,NA,429.666666666667,NA,340,NA,325,NA,326.333333333333,NA,326.333333333333,287.333333333333,NA,NA,NA,2018-01-07
"265",2018-01-08,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-08
"266",2018-01-15,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,280.333333333333,NA,251.666666666667,NA,153.666666666667,NA,141,NA,55,NA,NA,23.6666666666667,NA,32,NA,2018-01-15
"267",2018-01-16,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-16
"268",2018-01-23,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,209.333333333333,NA,198,NA,73.3333333333333,NA,26.3333333333333,NA,34.6666666666667,NA,34.6666666666667,31.3333333333333,NA,NA,NA,2018-01-23
"269",2018-01-24,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-24
"270",2018-01-31,"P1",7,1,NA,68,NA,0,NA,NA,8,NA,234.333333333333,NA,243,NA,108.333333333333,NA,102.666666666667,NA,51.3333333333333,NA,NA,32.3333333333333,NA,36,NA,2018-01-31
"271",2018-02-01,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-01
"272",2018-02-08,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,244,NA,214.333333333333,NA,75.6666666666667,NA,19,NA,17.3333333333333,NA,17.3333333333333,13.3333333333333,NA,NA,NA,2018-02-08
"273",2018-02-09,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-02-09
"274",2018-02-16,"P1",7,1,NA,224,NA,2,NA,NA,NA,NA,20000,NA,4916.33333333333,NA,5131,NA,5187.66666666667,NA,2206,NA,NA,1997.33333333333,NA,2,NA,2018-02-16
"275",2018-02-17,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-17
"276",2018-02-24,"P1",8,1,NA,324,NA,0,NA,68,NA,NA,228.666666666667,NA,230.666666666667,NA,83.6666666666667,NA,20.3333333333333,NA,34,NA,34,27.6666666666667,NA,NA,NA,2018-02-24
"277",2007-01-01,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,363.5,NA,357.5,NA,184.5,NA,112,NA,34,NA,NA,NA,NA,32,NA,2007-01-01
"278",2007-01-17,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,307,NA,306,NA,168.5,NA,105,NA,32,NA,NA,55,NA,32,NA,2007-01-17
"279",2007-01-26,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-01-26
"280",2007-02-02,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,324,NA,295,NA,212.5,NA,128,NA,46,NA,NA,84,NA,32,NA,2007-02-02
"281",2007-02-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-02-27
"282",2007-03-15,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-03-15
"283",2007-03-31,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-03-31
"284",2007-04-07,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,275.5,NA,247,NA,186,NA,142,NA,65,NA,NA,34,NA,32,NA,2007-04-07
"285",2007-04-16,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-04-16
"286",2007-05-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-02
